Roaster	Coffeename	Region	Producer	Variety	Processing	Tastingnotes	Filename	Country	Altitude	Directtrade	J	Process	Varietal	Harvet	Procesing	Url	Farm	Harvesttime	Certification	Latitude	Bean
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Desta Gola, Ethiopia, Washed	GEDEO ZONE, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	NECTARINE, ORANGE, RED APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Elkin Guzman, Colombia, Natural Lactic	PITALITO, HUILA, COLOMBIA	NA	TABI	NATURAL LACTIC	STRAWBERRY, LEMON ICED TEA, DARK HONEY	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Finca Takesi Red Catuai	BOLIVIA	NA	RED CATUAI	WASHED	BLACK TEA, HONEY, APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210328.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210404.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210404.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210404.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210404.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210411.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210411.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210411.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210411.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Letefoho, TimorLeste, Washed	LETEFOHO, TIMOR-LESTE	NA	TIMOR HYBRID, TYPICA	WASHED	DRIED APPLE, CHOCOLATE, CARDAMOM	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	TIMOR-LESTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Trapiche SL34, Bolivia, Lactic Washed	SAMAIPATA, BOLIVIA	NA	SL34	LACTIC WASHED	RED CURRANT, PLUM, GRAPE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210418.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Desta Gola, Ethiopia, Washed	GEDEO ZONE, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	NECTARINE, ORANGE, RED APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Letefoho, TimorLeste, Washed	LETEFOHO, TIMOR-LESTE	NA	TIMOR HYBRID, TYPICA	WASHED	DRIED APPLE, CHOCOLATE, CARDAMOM	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	TIMOR-LESTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Trapiche SL34, Bolivia, Lactic Washed	SAMAIPATA, BOLIVIA	NA	SL34	LACTIC WASHED	RED CURRANT, PLUM, GRAPE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210425.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Alasitas Java Coco Natural, Bolivia	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	STRAWBERRY, CHERRY, PINOT NOIR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Buesaco, warmth filter, Colombia, Washed	NARINO, COLOMBIA	NA	VARIOUS	TRADITIONAL WASHED	BROWN SUGAR, CHOCOLATE, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Desta Gola, Ethiopia, Washed	GEDEO ZONE, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	NECTARINE, ORANGE, RED APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Letefoho, TimorLeste, Washed	LETEFOHO, TIMOR-LESTE	NA	TIMOR HYBRID, TYPICA	WASHED	DRIED APPLE, CHOCOLATE, CARDAMOM	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	TIMOR-LESTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210502.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210509.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210509.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Desta Gola, Ethiopia, Washed	GEDEO ZONE, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	NECTARINE, ORANGE, RED APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210509.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Letefoho, TimorLeste, Washed	LETEFOHO, TIMOR-LESTE	NA	TIMOR HYBRID, TYPICA	WASHED	DRIED APPLE, CHOCOLATE, CARDAMOM	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210509.csv	TIMOR-LESTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210509.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210517.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210517.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Desta Gola, Ethiopia, Washed	GEDEO ZONE, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	NECTARINE, ORANGE, RED APPLE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210517.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Letefoho, TimorLeste, Washed	LETEFOHO, TIMOR-LESTE	NA	TIMOR HYBRID, TYPICA	WASHED	DRIED APPLE, CHOCOLATE, CARDAMOM	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210517.csv	TIMOR-LESTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Miguel Ruiz, Hondura, Washed	SANTA BARBARA, HONDURAS	NA	PACAS	WASHED	RASPBERRY, DARK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210517.csv	HONDURAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210524.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210524.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Daniel Mijane, Ethiopia, Washed	GEDEB, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	PINEAPPLE, ORANGE, BLACK TEA	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210524.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	El Fuerte Natural Java, Bolivia, Coco Natural	SAMAIPATA, BOLIVIA	NA	JAVA	COCO NATURAL	CACAO NIB, GRAPE, ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210524.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Moonlight, Brazil, Natural, semiwashed	CERRADO REGION, BRAZIL	NA	BOURBON, CATUAI	NATURAL AND SEMI-WASHED	ALMOND, MILK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210524.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210531.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210531.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Daniel Mijane, Ethiopia, Washed	GEDEB, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	PINEAPPLE, ORANGE, BLACK TEA	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210531.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	El Fuerte Natural Java, Bolivia, Coco Natural	SAMAIPATA, BOLIVIA	NA	JAVA	COCO NATURAL	CACAO NIB, GRAPE, ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210531.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Moonlight, Brazil, Natural, semiwashed	CERRADO REGION, BRAZIL	NA	BOURBON, CATUAI	NATURAL AND SEMI-WASHED	ALMOND, MILK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210531.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Daniel Mijane, Ethiopia, Washed	GEDEB, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	PINEAPPLE, ORANGE, BLACK TEA	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	El Fuerte Natural Java, Bolivia, Coco Natural	SAMAIPATA, BOLIVIA	NA	JAVA	COCO NATURAL	CACAO NIB, GRAPE, ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Los Rodriguez Gesha, Bolivia, Natural Lactic	CARANAVI, BOLIVIA	NA	GESHA	NATURAL LACTIC	GRAPE POPSICLE, WATERMELON, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Monteverde Red Honey Gesha, Colombia	BLACK TEA, NECTARINE, ORCHID	NA	TOLIMA, COLOMBIA	GESHA	RED HONEY	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	ORCHID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Moonlight, Brazil, Natural, semiwashed	CERRADO REGION, BRAZIL	NA	BOURBON, CATUAI	NATURAL AND SEMI-WASHED	ALMOND, MILK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210607.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Daniel Mijane, Ethiopia, Washed	GEDEB, ETHIOPIA	NA	LANDRACE CULTIVARS	WASHED	PINEAPPLE, ORANGE, BLACK TEA	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	ETHIOPIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	El Fuerte Natural Java, Bolivia, Coco Natural	SAMAIPATA, BOLIVIA	NA	JAVA	COCO NATURAL	CACAO NIB, GRAPE, ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Los Rodriguez Gesha, Bolivia, Natural Lactic	CARANAVI, BOLIVIA	NA	GESHA	NATURAL LACTIC	GRAPE POPSICLE, WATERMELON, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Monteverde Red Honey Gesha, Colombia	BLACK TEA, NECTARINE, ORCHID	NA	TOLIMA, COLOMBIA	GESHA	RED HONEY	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	ORCHID	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Moonlight, Brazil, Natural, semiwashed	CERRADO REGION, BRAZIL	NA	BOURBON, CATUAI	NATURAL AND SEMI-WASHED	ALMOND, MILK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210614.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	El Fuerte Natural Java, Bolivia, Coco Natural	SAMAIPATA, BOLIVIA	NA	JAVA	COCO NATURAL	CACAO NIB, GRAPE, ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	La Llama Peaberry, Bolivia, Coco Natural	CARANAVI, BOLIVIA	NA	PEABERRY CATURRA	COCO NATURAL	BLACKBERYY, GUAVA, CHOCOLATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Los Rodriguez Gesha, Bolivia, Natural Lactic	CARANAVI, BOLIVIA	NA	GESHA	NATURAL LACTIC	GRAPE POPSICLE, WATERMELON, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Moonlight, Brazil, Natural, semiwashed	CERRADO REGION, BRAZIL	NA	BOURBON, CATUAI	NATURAL AND SEMI-WASHED	ALMOND, MILK CHOCOLATE, DATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210621.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Algeciras, Colombia, Washed	HUILA, COLOMBIA	NA	CATURRA, COLOMBIA, CASTILLO	WASHED	RED APPLE, CHOCOLATE, HAZELNUT	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	COLOMBIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Cajamarca, Peru, Washed	CAJAMARCA, PERU	NA	CATURRA, TYPICA, CATIMOR PACHE	WASHED	APPLE, CARAMEL, TOASTED ALMOND	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	PERU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Finca Trapiche, Bolivia, Coco Natural Java	CARANAVI, BOLIVIA	NA	JAVA	COCO NATURAL	FLORAL, APPLE, CARAMEL	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	La Llama Peaberry, Bolivia, Coco Natural	CARANAVI, BOLIVIA	NA	PEABERRY CATURRA	COCO NATURAL	BLACKBERYY, GUAVA, CHOCOLATE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Lille, Brazil, Tree Dried Natural	CERRADO, BRAZIL	NA	BOURBON, CATUAI	TREE DRIED NATURAL	PEANUT BUTTER, MILK CHOCOLATE, BROWN SUGAR	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	BRAZIL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monogram Coffee	Los Rodriguez Gesha, Bolivia, Natural Lactic	CARANAVI, BOLIVIA	NA	GESHA	NATURAL LACTIC	GRAPE POPSICLE, WATERMELON, ORANGE	../Automatic_Drip/R/outputs//EightOunce_Monogram_20210628.csv	BOLIVIA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
